URL,Traffic,Traffic (%),Number of Keywords
www.cloudways.com,32975,96.0950021856331,28990
support.cloudways.com,904,2.6344164359609503,1977
unified.cloudways.com,308,0.8975666618097042,75
status.cloudways.com,126,0.3671863616494245,23
developers.cloudways.com,1,0.0029141774734081304,7
feedback.cloudways.com,1,0.0029141774734081304,19
billing.cloudways.com,0,0,1
platform.cloudways.com,0,0,14
