URL,Traffic,Traffic (%),Number of Keywords
kinsta.com,65646,96.96602658788774,62684
my.kinsta.com,1438,2.1240768094534714,35
status.kinsta.com,377,0.5568685376661743,18
community.kinsta.com,215,0.3175775480059084,187
api-docs.kinsta.com,24,0.03545051698670605,3
stratus.kinsta.com,0,0,2
